8000;0.0015273
12000;0.0025461
16000;0.0035994
20000;0.0047878
24000;0.0051589
28000;0.0061401
32000;0.0068585
36000;0.0083752
40000;0.0090136
44000;0.0099992
48000;0.0138696
52000;0.0144478
56000;0.013405
60000;0.0142152
64000;0.0160008
68000;0.0161951
72000;0.0172133
76000;0.0177427
80000;0.0189058
84000;0.0336567
88000;0.0242266
92000;0.031501
96000;0.0251969
100000;0.025278
104000;0.0342295
108000;0.0329473
112000;0.0282561
116000;0.0285616
120000;0.0318756
124000;0.0312593
128000;0.037269
132000;0.0545047
136000;0.043411
140000;0.0712806
144000;0.0351713
148000;0.0418374
152000;0.04136
156000;0.0396511
160000;0.0401779
164000;0.0410722
168000;0.042646
172000;0.0423177
176000;0.0448522
180000;0.0444436
184000;0.0483445
188000;0.0482745
192000;0.0480348
196000;0.0527411
200000;0.0506698
204000;0.0507906
208000;0.0572099
212000;0.053366
216000;0.0545882
220000;0.0593198
224000;0.0599155
228000;0.0610376
232000;0.059229
236000;0.0613128
240000;0.0633008
244000;0.0656504
248000;0.0653702
252000;0.0643326
256000;0.0651247
260000;0.0658388
264000;0.0682294
268000;0.0709834
272000;0.070641
276000;0.0733809
280000;0.0728912
284000;0.0773983
288000;0.0763141
292000;0.078882
296000;0.0764567
300000;0.0835045
304000;0.0788715
308000;0.0815335
312000;0.0808881
316000;0.0848051
320000;0.08402
324000;0.0881916
328000;0.084781
332000;0.0882921
336000;0.0873326
340000;0.0906721
344000;0.092199
348000;0.09078
352000;0.0967642
356000;0.0944384
360000;0.0937861
364000;0.0985146
368000;0.0955075
372000;0.099042
376000;0.0999197
380000;0.101032
384000;0.108571
388000;0.103954
392000;0.105524
396000;0.107185
400000;0.109894
404000;0.10677
